,Instance,Income
0,111994.0,33056.91897589199
1,111995.0,58170.67888766077
2,111996.0,77454.68175753424
3,111997.0,136873.79019369604
4,111998.0,49881.40438711527
5,111999.0,123574.83781663698
6,112000.0,126231.60052233309
7,112001.0,194668.50108458626
8,112002.0,71546.21608492428
9,112003.0,119977.92247589292
10,112004.0,13395.60028207382
11,112005.0,107372.93455654134
12,112006.0,38810.894907838214
13,112007.0,128719.71582651924
14,112008.0,234847.859149204
15,112009.0,87941.73106899016
16,112010.0,68329.1305407995
17,112011.0,53653.62002225004
18,112012.0,58782.36838868891
19,112013.0,46159.26858728249
20,112014.0,117040.22828742888
21,112015.0,67049.55067042573
22,112016.0,127441.62966561929
23,112017.0,58523.03136770289
24,112018.0,171379.424361934
25,112019.0,84847.9862290896
26,112020.0,55183.434857913024
27,112021.0,62276.87721256363
28,112022.0,96395.242594506
29,112023.0,100446.95752355864
30,112024.0,33604.719333502406
31,112025.0,111888.92605585913
32,112026.0,117879.73207137271
33,112027.0,88632.80216750309
34,112028.0,75055.18077170532
35,112029.0,56251.28440008108
36,112030.0,128051.31916755438
37,112031.0,162921.57821102734
38,112032.0,151221.51997181578
39,112033.0,88418.81667240383
40,112034.0,296334.5895589509
41,112035.0,78347.27702106295
42,112036.0,124973.10391509211
43,112037.0,124605.23183984829
44,112038.0,121858.7940312387
45,112039.0,67650.02729333812
46,112040.0,101274.28264112369
47,112041.0,99771.71453305031
48,112042.0,50454.43566503552
49,112043.0,83958.0054738905
50,112044.0,73621.5897207784
51,112045.0,48567.796288655794
52,112046.0,213126.80383512768
53,112047.0,74142.62041418641
54,112048.0,32584.36829593509
55,112049.0,67440.80718827854
56,112050.0,95687.75040776169
57,112051.0,78785.04568833759
58,112052.0,114287.79438729624
59,112053.0,182226.05829348465
60,112054.0,89254.9871768084
61,112055.0,24486.42144709506
62,112056.0,122268.63013628311
63,112057.0,59577.902894903935
64,112058.0,89816.8254032987
65,112059.0,78660.94349846125
66,112060.0,243742.57591557753
67,112061.0,131475.95039507476
68,112062.0,141078.6045823826
69,112063.0,98316.48515602208
70,112064.0,40325.4370091154
71,112065.0,87177.06128607038
72,112066.0,34974.6099418413
73,112067.0,114405.81103105558
74,112068.0,125683.87144604897
75,112069.0,160382.68659994347
76,112070.0,378716.65450704796
77,112071.0,91418.33064155566
78,112072.0,80180.75986505233
79,112073.0,79621.63040319397
80,112074.0,42124.09968754593
81,112075.0,40155.485064569744
82,112076.0,105458.49446811475
83,112077.0,498065.73139934713
84,112078.0,25155.039845956864
85,112079.0,145981.44280917858
86,112080.0,141447.723623785
87,112081.0,555747.8618836114
88,112082.0,53207.881540012466
89,112083.0,61020.195189090286
90,112084.0,35536.43761332528
91,112085.0,80927.9905473433
92,112086.0,32713.067031028273
93,112087.0,86522.66950049688
94,112088.0,106753.77118456199
95,112089.0,115745.4834579864
96,112090.0,139805.3280856465
97,112091.0,69144.08806073421
98,112092.0,48369.07125763932
99,112093.0,57289.99721277872
100,112094.0,56086.90721613155
101,112095.0,76699.58494619925
102,112096.0,113717.02761328532
103,112097.0,33968.99144011371
104,112098.0,40639.19544727603
105,112099.0,64408.79346504611
106,112100.0,63675.78904373205
107,112101.0,275965.74041309586
108,112102.0,46105.76025476839
109,112103.0,133619.75763330644
110,112104.0,71350.38845103847
111,112105.0,82194.96451115065
112,112106.0,156557.975172294
113,112107.0,142465.66166755898
114,112108.0,126341.5511731557
115,112109.0,47368.79031850926
116,112110.0,123914.70252941563
117,112111.0,49561.64180781516
118,112112.0,115628.89609266495
119,112113.0,120882.7527191543
120,112114.0,99008.30673403105
