,Instance,Income
0,111994.0,21144.47002535746
1,111995.0,108162.02287385512
2,111996.0,60624.05647683242
3,111997.0,145513.80316174106
4,111998.0,34553.463031231084
5,111999.0,116555.75398659053
6,112000.0,115388.18529612302
7,112001.0,135594.9310663377
8,112002.0,58372.60171616893
9,112003.0,114235.43592034478
10,112004.0,-1669.6921567244865
11,112005.0,116466.36852711288
12,112006.0,27641.25109292645
13,112007.0,126739.27000968694
14,112008.0,246362.22046678487
15,112009.0,79099.81549677461
16,112010.0,53491.86836364604
17,112011.0,42135.21166133101
18,112012.0,39070.24726054806
19,112013.0,32376.051164868964
20,112014.0,131723.53517814653
21,112015.0,58503.93076129325
22,112016.0,109621.3163035125
23,112017.0,42181.0596217099
24,112018.0,186498.93151087142
25,112019.0,68183.47350040192
26,112020.0,44700.44456541912
27,112021.0,46899.42691873934
28,112022.0,92799.3889568866
29,112023.0,98837.88310575228
30,112024.0,30659.731613127136
31,112025.0,112245.62669387231
32,112026.0,151623.7912187568
33,112027.0,78729.68096708418
34,112028.0,65751.58947020436
35,112029.0,58971.577248236004
36,112030.0,143177.76726111147
37,112031.0,186216.00117461162
38,112032.0,171195.47896980215
39,112033.0,85681.63153560345
40,112034.0,299825.6543576674
41,112035.0,87463.20255133744
42,112036.0,138575.39748261444
43,112037.0,134943.41505249133
44,112038.0,136560.18308402173
45,112039.0,61193.08069527259
46,112040.0,99744.66180275127
47,112041.0,96444.58470946513
48,112042.0,44917.15894473823
49,112043.0,82132.5593027877
50,112044.0,62021.542163180115
51,112045.0,31397.15428900458
52,112046.0,226574.0463074408
53,112047.0,66636.47222437164
54,112048.0,21665.401533211312
55,112049.0,65365.74787246511
56,112050.0,88716.48367756703
57,112051.0,82045.98919340786
58,112052.0,112792.84890121131
59,112053.0,193470.8161022738
60,112054.0,79634.41697593476
61,112055.0,11490.798585640225
62,112056.0,115033.90877004698
63,112057.0,44935.65047989711
64,112058.0,74613.40613025706
65,112059.0,62785.74580083982
66,112060.0,271605.3606420114
67,112061.0,130777.2306064367
68,112062.0,158622.7882872687
69,112063.0,83354.68893996743
70,112064.0,31261.70138698785
71,112065.0,74415.61278959631
72,112066.0,25343.172049881956
73,112067.0,118146.60925817907
74,112068.0,123099.0439691478
75,112069.0,176058.02794486863
76,112070.0,437944.0983758974
77,112071.0,70458.26853487028
78,112072.0,78180.4435108218
79,112073.0,71447.47825591633
80,112074.0,29891.322677861233
81,112075.0,23449.119970327145
82,112076.0,103200.84055251087
83,112077.0,485048.7707119219
84,112078.0,13274.444332684296
85,112079.0,159869.21201222105
86,112080.0,170866.1281686307
87,112081.0,571240.036129343
88,112082.0,45005.478225448474
89,112083.0,53000.0237087181
90,112084.0,28437.00900383667
91,112085.0,67671.98728703086
92,112086.0,19163.59653140895
93,112087.0,81058.86310367439
94,112088.0,112080.54943373245
95,112089.0,102763.47802700155
96,112090.0,155262.9762679017
97,112091.0,63946.59379629975
98,112092.0,52469.45512614124
99,112093.0,62807.495488323584
100,112094.0,47974.464904670436
101,112095.0,60585.09929910643
102,112096.0,116675.87669310471
103,112097.0,24993.791145542324
104,112098.0,25636.56301101405
105,112099.0,56449.75389277609
106,112100.0,58059.30284356148
107,112101.0,279885.6028172478
108,112102.0,39592.542186132356
109,112103.0,139273.60162937545
110,112104.0,64230.273574523184
111,112105.0,81206.05839266119
112,112106.0,148859.39154536818
113,112107.0,133198.04684164538
114,112108.0,121714.65066269784
115,112109.0,40246.50682922268
116,112110.0,157807.47538775523
117,112111.0,37642.561855519394
118,112112.0,102662.2554946848
119,112113.0,118435.1373472642
120,112114.0,96805.22825831099
121,112115.0,30400.383313256953
122,112116.0,76164.76459750067
123,112117.0,144595.58871342862
124,112118.0,34359.98493200579
125,112119.0,72921.17465591825
126,112120.0,365788.94296083256
127,112121.0,113800.06380764421
128,112122.0,543133.905077924
129,112123.0,294429.1797030898
130,112124.0,94440.20222829373
131,112125.0,121532.69726022356
132,112126.0,160687.22812238088
133,112127.0,23263.55253344721
134,112128.0,55387.31156978506
135,112129.0,113932.39783214321
136,112130.0,92469.67528284836
137,112131.0,58967.80095833195
138,112132.0,93652.93184372633
139,112133.0,218613.1991231464
140,112134.0,39751.708740676935
141,112135.0,26791.69284266883
142,112136.0,51999.371576031896
143,112137.0,26760.995419188508
144,112138.0,51608.918660436655
145,112139.0,69279.27100489484
146,112140.0,59864.164722356356
147,112141.0,48831.65299702103
148,112142.0,73501.44247917674
149,112143.0,246542.00454183895
150,112144.0,37490.43028988208
151,112145.0,35042.06429367043
152,112146.0,87279.8995237547
153,112147.0,172658.94987376206
154,112148.0,82382.37551852754
155,112149.0,76810.63008165613
156,112150.0,33892.62931441782
157,112151.0,211010.0013359384
158,112152.0,109692.91835052024
159,112153.0,79161.9050540369
160,112154.0,72280.3921652073
161,112155.0,85337.22492328161
162,112156.0,116122.97857610928
163,112157.0,134573.01173659725
164,112158.0,71537.66028437516
165,112159.0,297434.20333878807
166,112160.0,69849.24183764966
167,112161.0,144900.75500678006
168,112162.0,132914.9953207426
169,112163.0,48483.35492348316
170,112164.0,58627.374358783345
171,112165.0,160394.04912914796
172,112166.0,90879.26476611478
173,112167.0,39996.42716245731
174,112168.0,72296.49486946914
175,112169.0,196890.95992910396
176,112170.0,183433.7410261307
177,112171.0,71933.12832251038
178,112172.0,33520.65495616491
179,112173.0,107839.3835006607
180,112174.0,50247.204926431674
181,112175.0,59297.8318761432
