,Instance,Income
0,111994.0,25399.049288486247
1,111995.0,269444.80971305113
2,111996.0,38121.59819433107
3,111997.0,141220.0235047744
4,111998.0,25039.459339628367
5,111999.0,87311.2533737208
6,112000.0,81497.95717768262
7,112001.0,148906.53223222707
8,112002.0,37507.37824532326
9,112003.0,111382.40927226827
10,112004.0,-1536.4178248552455
11,112005.0,131339.08199954234
12,112006.0,28698.188999998874
13,112007.0,189607.87041703536
14,112008.0,252654.15484656196
15,112009.0,62627.435223669025
16,112010.0,32011.04025763829
17,112011.0,24940.099053977177
18,112012.0,16176.261121762576
19,112013.0,15530.155819781494
20,112014.0,147152.8464078766
21,112015.0,48024.41926839029
22,112016.0,80845.90528184369
23,112017.0,26555.663748429866
24,112018.0,171609.43373365683
25,112019.0,47169.803176535686
26,112020.0,34291.90698362731
27,112021.0,15566.381373362019
28,112022.0,97972.89624850145
29,112023.0,72691.78927035553
30,112024.0,29830.356979787815
31,112025.0,94896.83075499324
32,112026.0,190702.6634771967
33,112027.0,61084.98698312421
34,112028.0,49966.325027727966
35,112029.0,57793.98295579745
36,112030.0,173490.8151230722
37,112031.0,205440.26666204052
38,112032.0,209273.19238670846
39,112033.0,87319.69410942454
40,112034.0,302136.3579338177
41,112035.0,101942.37642406952
42,112036.0,157245.58166432683
43,112037.0,132000.47591689308
44,112038.0,163059.14472277646
45,112039.0,50309.20012392313
46,112040.0,103205.42737653088
47,112041.0,77094.77824251013
48,112042.0,40835.64670749001
49,112043.0,70954.63337596944
50,112044.0,43216.48163017477
51,112045.0,13971.468280762077
52,112046.0,222130.6765137192
53,112047.0,46373.32943031262
54,112048.0,21462.533997468036
55,112049.0,79028.03457744503
56,112050.0,64273.73660381088
57,112051.0,89469.78748043321
58,112052.0,101298.66798861147
59,112053.0,235253.57433262834
60,112054.0,64557.34418962722
61,112055.0,34729.83208891503
62,112056.0,94165.43093078
63,112057.0,24197.13125952153
64,112058.0,37841.753142656096
65,112059.0,47243.570808991455
66,112060.0,310952.6493585057
67,112061.0,159909.4559362866
68,112062.0,258790.87681398055
69,112063.0,61446.54396876244
70,112064.0,23710.04389134416
71,112065.0,48576.49364234941
72,112066.0,11765.254733969898
73,112067.0,117030.17360564598
74,112068.0,80315.92479048205
75,112069.0,238300.25055861796
76,112070.0,606519.1037415334
77,112071.0,43088.39280484799
78,112072.0,66185.82288227568
79,112073.0,33393.52114291366
80,112074.0,17123.967926089208
81,112075.0,9289.800980754067
82,112076.0,110496.1554866521
83,112077.0,692949.8800772516
84,112078.0,518.8955073935098
85,112079.0,151091.8054754234
86,112080.0,179580.5627414821
87,112081.0,776649.4406032147
88,112082.0,34282.808947909885
89,112083.0,18241.621513835587
90,112084.0,17402.084816054637
91,112085.0,47459.91062979864
92,112086.0,30517.93134282743
93,112087.0,76018.82027781045
94,112088.0,120818.47332876922
95,112089.0,84781.96145920371
96,112090.0,192983.8902667221
97,112091.0,46499.61037309116
98,112092.0,54062.56861425472
99,112093.0,84229.14715683802
100,112094.0,39187.3595332239
101,112095.0,47264.872615553344
102,112096.0,122322.35524252182
103,112097.0,18037.596342421024
104,112098.0,23106.32334940736
105,112099.0,31459.359384173425
106,112100.0,72292.94542772048
107,112101.0,355069.56942202727
108,112102.0,36153.313262579984
109,112103.0,156090.69356311232
110,112104.0,69013.30269710047
111,112105.0,52389.10315382322
112,112106.0,111118.1525876656
113,112107.0,107222.66029862853
114,112108.0,101371.57313892402
115,112109.0,31043.918282333863
116,112110.0,187755.9703892616
117,112111.0,24609.165491948097
118,112112.0,94612.058772247
119,112113.0,104119.26833714555
120,112114.0,85598.21587188938
121,112115.0,12487.658895568333
122,112116.0,55175.202768754854
123,112117.0,109706.22635910318
124,112118.0,16964.52756135154
125,112119.0,55908.638467974175
126,112120.0,493992.86349439237
127,112121.0,126302.87281846053
128,112122.0,754779.3972367656
129,112123.0,310798.82583356753
130,112124.0,46714.13183363795
131,112125.0,145013.98626003825
132,112126.0,147189.69700507974
133,112127.0,16889.421386411752
134,112128.0,39995.17572613195
135,112129.0,129521.40047328187
136,112130.0,104398.63151328683
137,112131.0,27015.006810553565
138,112132.0,82730.0833341861
139,112133.0,239117.2387892752
140,112134.0,21364.40294289396
141,112135.0,16809.432572192305
142,112136.0,61276.27269955907
143,112137.0,30306.749695581486
144,112138.0,44953.96733917325
145,112139.0,50270.40093830938
146,112140.0,40198.07847098415
147,112141.0,42374.48463023614
148,112142.0,98138.81259119566
149,112143.0,279521.3029733092
150,112144.0,36126.189054136536
151,112145.0,32116.435196624694
152,112146.0,56022.006632192475
153,112147.0,206846.0516603259
154,112148.0,53924.47713271469
155,112149.0,138144.2662515331
156,112150.0,18447.96695846908
157,112151.0,261777.3080602287
158,112152.0,67447.03376758713
159,112153.0,68220.99751521174
160,112154.0,39974.22806936471
161,112155.0,90536.44895672954
162,112156.0,79783.90990928837
163,112157.0,122246.75987318052
164,112158.0,54639.95540197606
165,112159.0,320434.6101870185
166,112160.0,54811.52400913778
167,112161.0,165549.60969914548
168,112162.0,183660.46694353613
169,112163.0,11654.0977030498
170,112164.0,32622.334222059522
171,112165.0,138937.2207732722
172,112166.0,67464.75146562359
173,112167.0,11757.212429877936
174,112168.0,52191.52040142037
175,112169.0,250261.37178138373
176,112170.0,228646.13538607094
177,112171.0,45544.39576188723
178,112172.0,36947.728795731375
179,112173.0,106332.81104230738
180,112174.0,47634.58065806122
181,112175.0,37133.95552537726
182,112176.0,35043.13187707805
183,112177.0,110091.40337969677
184,112178.0,13388.7691911866
185,112179.0,30619.83148702018
186,112180.0,48946.766777357865
187,112181.0,3718.1637090871404
188,112182.0,217146.5465095439
189,112183.0,125872.96695308239
190,112184.0,15342.955349994018
191,112185.0,313178.9604546127
192,112186.0,17889.82280985095
193,112187.0,114269.23861878821
194,112188.0,300056.612988583
195,112189.0,50855.897938136055
196,112190.0,32005.993875108325
197,112191.0,87377.88611830828
198,112192.0,391692.8439269649
199,112193.0,31090.151843638392
200,112194.0,206591.34918640673
201,112195.0,47201.133168112356
202,112196.0,24946.986457586725
203,112197.0,268229.9486498645
204,112198.0,43256.92307642456
205,112199.0,37795.02178632632
206,112200.0,64455.927405081944
207,112201.0,242477.94398480203
208,112202.0,127504.86222791787
209,112203.0,41461.29504899306
210,112204.0,28237.426094356844
211,112205.0,1031.4699996112024
212,112206.0,95002.260168197
213,112207.0,323088.67371110397
214,112208.0,78192.461840161
215,112209.0,402863.00964350626
216,112210.0,68453.0545545678
217,112211.0,218699.05024343505
218,112212.0,73756.81575285197
219,112213.0,18050.70669808308
220,112214.0,200267.1511205187
221,112215.0,46021.71372336675
222,112216.0,139383.85359918763
223,112217.0,47183.97243446498
224,112218.0,56510.63103671183
225,112219.0,330417.3805433885
226,112220.0,31514.39367243169
227,112221.0,26023.998006179045
228,112222.0,39742.33420752929
229,112223.0,60397.69752855137
230,112224.0,143930.61681138532
231,112225.0,12680.827549358979
232,112226.0,53756.71207942471
233,112227.0,51956.000572249424
234,112228.0,112362.98265814362
235,112229.0,52221.70010901278
236,112230.0,225491.35182912534
237,112231.0,18787.321268082913
238,112232.0,96090.3144064491
239,112233.0,22271.06804367641
240,112234.0,41886.74479539445
241,112235.0,20862.420914331145
242,112236.0,110156.08455336968
243,112237.0,310326.8969070994
244,112238.0,40405.83264099432
245,112239.0,47293.04642529591
246,112240.0,22170.678800636808
247,112241.0,19710.148296448344
248,112242.0,38889.79928801146
249,112243.0,69328.00633500643
250,112244.0,161892.67844524703
251,112245.0,120939.37169767688
252,112246.0,29127.23864719155
253,112247.0,445802.68688106723
254,112248.0,104731.55458747117
255,112249.0,14339.543286092287
256,112250.0,61240.1975644528
257,112251.0,71680.75761772634
258,112252.0,59388.905377104726
259,112253.0,75070.97576906762
260,112254.0,212028.95812134753
261,112255.0,45955.62977329106
262,112256.0,44754.527557210684
263,112257.0,26887.550195768723
264,112258.0,444341.54531162203
265,112259.0,157950.3343627656
266,112260.0,113804.77475514304
267,112261.0,459688.64558657573
268,112262.0,71395.42134442189
269,112263.0,337169.5473492119
270,112264.0,133686.35593510637
271,112265.0,17474.172313430256
272,112266.0,40780.985764115314
273,112267.0,56853.57767642218
274,112268.0,29920.243349660916
275,112269.0,384415.74428526656
276,112270.0,40043.39746034103
277,112271.0,94539.84899285238
278,112272.0,51447.631765802354
279,112273.0,117385.60658641357
280,112274.0,49299.11072091662
281,112275.0,255591.0726835578
282,112276.0,360452.41621116997
283,112277.0,63627.90425396546
284,112278.0,24940.45995375279
285,112279.0,21166.075587131843
286,112280.0,146843.1953330533
287,112281.0,95294.96039438085
288,112282.0,267879.55963286175
289,112283.0,118261.70733991184
290,112284.0,75742.86208509862
291,112285.0,38392.35744213283
292,112286.0,47352.64649378695
293,112287.0,42327.69903860164
294,112288.0,87778.78439647515
295,112289.0,245291.3757825409
296,112290.0,163722.87768131416
297,112291.0,40940.33282878136
298,112292.0,693509.0690985374
299,112293.0,46597.150332713
300,112294.0,355633.24500532757
301,112295.0,50933.33849618183
302,112296.0,259182.52907328377
303,112297.0,64632.401044241655
304,112298.0,53260.43748948944
305,112299.0,328725.37471520394
306,112300.0,11637.073590168176
307,112301.0,27247.95464106811
308,112302.0,10878.390286501148
309,112303.0,46352.581937429546
310,112304.0,156332.5762573216
311,112305.0,30672.175059261506
312,112306.0,65587.53635363195
313,112307.0,40234.45796037376
314,112308.0,140336.56026625982
315,112309.0,143610.1788335026
316,112310.0,39806.65963028813
317,112311.0,89041.0783313404
318,112312.0,32446.96520909892
319,112313.0,111968.41076362105
320,112314.0,49758.93780816108
321,112315.0,175863.9278879602
322,112316.0,45962.41145922514
323,112317.0,22803.071679680947
324,112318.0,28473.6646003409
325,112319.0,22435.783425447684
326,112320.0,775637.6005635834
327,112321.0,80645.2677220644
328,112322.0,23061.650005472853
329,112323.0,75210.0556435449
330,112324.0,361428.8843293067
331,112325.0,223731.3077118398
332,112326.0,220037.16243379278
333,112327.0,259625.9462413917
334,112328.0,117592.0962435172
335,112329.0,87511.20457462093
336,112330.0,294392.79850977845
337,112331.0,310951.90410814935
338,112332.0,232370.99374991094
339,112333.0,215910.89864454707
340,112334.0,182168.69448003644
341,112335.0,81242.03194010408
342,112336.0,27934.23711253839
343,112337.0,218218.76911218947
344,112338.0,237758.90418536987
345,112339.0,316357.80196006334
346,112340.0,46838.01276048412
347,112341.0,603145.4011473083
348,112342.0,32690.93894017755
349,112343.0,53349.627689025656
350,112344.0,29783.908158028236
351,112345.0,35800.35010685483
