,Instance,Income
0,111994.0,21026.30168790064
1,111995.0,191776.35570259616
2,111996.0,45498.86965336905
3,111997.0,150574.4292183749
4,111998.0,23850.445239413522
5,111999.0,96965.55929469227
6,112000.0,97630.06956147845
7,112001.0,212908.24152857068
8,112002.0,40659.62615207333
9,112003.0,111541.46035249846
10,112004.0,-6388.890342931606
11,112005.0,127055.3525985695
12,112006.0,31621.87616406883
13,112007.0,122722.13219739812
14,112008.0,250519.60706079885
15,112009.0,70649.53501091473
16,112010.0,36752.895746893984
17,112011.0,23989.555848686687
18,112012.0,21438.527273116884
19,112013.0,23125.94222435612
20,112014.0,145973.14743301595
21,112015.0,51665.42635348331
22,112016.0,88277.53269516428
23,112017.0,26151.120754604126
24,112018.0,196013.14880605988
25,112019.0,55590.65914718171
26,112020.0,36084.96204572945
27,112021.0,25417.17339928794
28,112022.0,96422.32127488358
29,112023.0,93558.61213102289
30,112024.0,29798.685243367887
31,112025.0,103511.91325010997
32,112026.0,184252.03702567547
33,112027.0,71193.33599052682
34,112028.0,51454.05565709502
35,112029.0,63592.16866075949
36,112030.0,159594.36297258758
37,112031.0,205153.5704036343
38,112032.0,194272.60387982402
39,112033.0,84847.05103607873
40,112034.0,320765.6135066375
41,112035.0,98031.67781785277
42,112036.0,155553.08452686548
43,112037.0,139724.35068357375
44,112038.0,153247.0622893145
45,112039.0,44745.41655712561
46,112040.0,87131.1314658031
47,112041.0,87960.06163040143
48,112042.0,41481.44253319431
49,112043.0,76516.83497954068
50,112044.0,45781.98576931487
51,112045.0,18196.54337655051
52,112046.0,234474.97676873088
53,112047.0,54431.3357770971
54,112048.0,13412.054200430852
55,112049.0,75222.21778005177
56,112050.0,69501.28793411027
57,112051.0,89245.15147571707
58,112052.0,121679.142984732
59,112053.0,219626.2861781145
60,112054.0,77349.8962086964
61,112055.0,28454.841309564297
62,112056.0,106983.63541800641
63,112057.0,26391.747488653167
64,112058.0,59236.23175443632
65,112059.0,49119.518240210855
66,112060.0,296340.1618939545
67,112061.0,149700.91710157282
68,112062.0,206324.93570366388
69,112063.0,73785.60429408097
70,112064.0,21440.33392371856
71,112065.0,57489.23680545711
72,112066.0,12713.54242758445
73,112067.0,117034.4469535283
74,112068.0,99518.22393792121
75,112069.0,197831.46235420095
76,112070.0,484027.29153132037
77,112071.0,51115.81346852316
78,112072.0,70214.39141963497
79,112073.0,46778.26073781248
80,112074.0,19080.831429036254
81,112075.0,17560.572311834556
82,112076.0,105034.30716320634
83,112077.0,975969.6042768368
84,112078.0,2800.174550475001
85,112079.0,153007.63911394402
86,112080.0,196797.08815537806
87,112081.0,705452.8217766146
88,112082.0,34972.79379062147
89,112083.0,37132.458269057
90,112084.0,19334.44099482353
91,112085.0,54181.30651876541
92,112086.0,31405.422053886105
93,112087.0,70604.54782624103
94,112088.0,118134.77004467731
95,112089.0,84961.4429926463
96,112090.0,179700.60236983062
97,112091.0,52736.24540744852
98,112092.0,51816.7091370955
99,112093.0,80690.68623976492
100,112094.0,40406.934017075495
