,Instance,Income
0,111994.0,20787.186724426603
1,111995.0,117926.07522081725
2,111996.0,46287.69480115957
3,111997.0,143599.2613243422
4,111998.0,28492.741153428397
5,111999.0,94036.15226290934
6,112000.0,96848.23022870802
7,112001.0,294127.88808059716
8,112002.0,38557.28547007399
9,112003.0,110750.14126350246
10,112004.0,-8801.709172440496
11,112005.0,125428.81539654017
12,112006.0,27060.039073389926
13,112007.0,121879.36846548335
14,112008.0,245374.5629145632
15,112009.0,66591.12745329725
16,112010.0,37725.63691300985
17,112011.0,25677.844597198542
18,112012.0,17827.847325497372
19,112013.0,21003.355179117643
20,112014.0,139635.04562062374
21,112015.0,52221.15212817588
22,112016.0,91834.42529478026
23,112017.0,23829.059502908087
24,112018.0,183037.23978162164
25,112019.0,53839.29235962013
26,112020.0,37739.25947310916
27,112021.0,21065.873402630583
28,112022.0,95588.67434138288
29,112023.0,85369.66068960972
30,112024.0,27726.144580033375
31,112025.0,100788.80461092248
32,112026.0,128306.62525660329
33,112027.0,67002.66718018315
34,112028.0,49134.30189712407
35,112029.0,60104.1674792446
36,112030.0,168891.50009915823
37,112031.0,202713.02665029268
38,112032.0,203287.4978938132
39,112033.0,85154.29693445089
40,112034.0,319970.58249101625
41,112035.0,100628.41325838443
42,112036.0,158375.3472631227
43,112037.0,134081.48642606635
44,112038.0,159013.83787304928
45,112039.0,41839.22521884304
46,112040.0,85025.81443315791
47,112041.0,82154.22441070066
48,112042.0,41309.9060862786
49,112043.0,70646.45671687757
50,112044.0,46807.50370841849
51,112045.0,16624.12625228251
52,112046.0,232848.54655625857
53,112047.0,53279.28721335898
54,112048.0,10481.945860177866
55,112049.0,77394.0614672482
56,112050.0,70285.1944867394
57,112051.0,88646.58662309386
58,112052.0,120639.75748920855
59,112053.0,223798.22977398918
60,112054.0,70772.8377698454
61,112055.0,36425.06812089524
62,112056.0,104266.15276497204
63,112057.0,26105.643951135757
64,112058.0,48940.346019640325
65,112059.0,50960.24879429658
66,112060.0,313125.0105377078
67,112061.0,151881.81571268276
68,112062.0,231259.03819719373
69,112063.0,73232.72183967681
70,112064.0,23871.56705156915
71,112065.0,54753.02554785342
72,112066.0,12607.268819703146
73,112067.0,115758.28105815794
74,112068.0,94557.07412385172
75,112069.0,199093.13716296537
76,112070.0,574206.9432105182
77,112071.0,47072.86057002983
78,112072.0,67910.95777235829
79,112073.0,44917.04976803814
80,112074.0,18827.882467164607
81,112075.0,22269.31813713283
82,112076.0,106439.58259850388
83,112077.0,610591.9708656878
84,112078.0,3738.7945363777226
85,112079.0,155076.47340117375
86,112080.0,165271.04052822303
87,112081.0,898778.7680525249
88,112082.0,34572.96141104146
89,112083.0,31234.248511204147
90,112084.0,19172.06232746924
91,112085.0,53144.2913104441
92,112086.0,34845.09356736584
93,112087.0,76682.53227093186
94,112088.0,117358.1045978611
95,112089.0,103524.41549912348
96,112090.0,187412.97690292663
97,112091.0,54963.918438618064
98,112092.0,57460.05321933553
99,112093.0,79560.8125894048
100,112094.0,39878.78839460334
101,112095.0,46271.94229546167
102,112096.0,125985.25816675248
103,112097.0,16586.852656806117
104,112098.0,18355.706351821726
105,112099.0,40148.51854541271
106,112100.0,64958.24014272332
107,112101.0,330555.55510975444
108,112102.0,36960.04187207954
109,112103.0,149895.40529044953
110,112104.0,64968.010299178975
111,112105.0,61639.09008989922
112,112106.0,128667.3904887916
113,112107.0,116796.96886932399
114,112108.0,130548.66420823256
115,112109.0,35047.18305207101
116,112110.0,139514.75687535622
117,112111.0,26116.09453044491
118,112112.0,78905.57448338307
119,112113.0,126679.18287675788
120,112114.0,91788.89287674589
121,112115.0,15674.698009043137
122,112116.0,152472.18069058485
123,112117.0,132980.01075725767
124,112118.0,19713.521801499104
125,112119.0,64337.6174888361
126,112120.0,469614.53516487277
127,112121.0,122893.91733686645
128,112122.0,756235.5312514749
129,112123.0,317834.7132429091
130,112124.0,55118.566397682494
131,112125.0,136307.14665149446
132,112126.0,158330.43094052008
